,Quantity/Units,Weight(Tons),Value(million SAR),Country Group,Commodity,Commodity Code
3795,0,51,684,Other Arab League Countries,OTHER ALUMINIUM FOILS ROLLED NOT BACKED,76071990
3796,0,89,1643,"Asian not Arabic ,not Islamic",OTHER ALUMINIUM FOILS ROLLED NOT BACKED,76071990
3797,0,140,1272,Gulf Cooperation Council,OTHER ALUMINIUM FOILS AND BACKED,76072090
3798,0,70,577,Other Arab League Countries,OTHER ALUMINIUM FOILS AND BACKED,76072090
3799,0,15,407,Islamic not Arabic countries,OTHER ALUMINIUM FOILS AND BACKED,76072090
3800,0,859,9185,Gulf Cooperation Council,"TUBES AND PIPES OF ALUMINIUM, NOT ALLOYED",76081000
3801,0,92,668,Other Arab League Countries,"TUBES AND PIPES OF ALUMINIUM, NOT ALLOYED",76081000
3802,0,470,4780,Gulf Cooperation Council,"ELECTRICALLY OPERATED DOORS FOR GARAGES, ALUMINUM",76101010
3803,0,37,633,Other Arab League Countries,"ELECTRICALLY OPERATED DOORS FOR GARAGES, ALUMINUM",76101010
3804,0,1783,18544,Gulf Cooperation Council,OTHER ALUMINUM DOORS AND WINDOWS,76101090
3805,0,3289,24631,Other Arab League Countries,OTHER ALUMINUM DOORS AND WINDOWS,76101090
3806,0,1092,15504,Other Arab League Countries,"BRIDGES AND SECTIONS THEREOF, ALUMINUM",76109010
3807,0,1202,5801,Gulf Cooperation Council,"DECORATION TILES FOR CEILINGS, ALUMINUM",76109060
3808,0,1280,2371,Other Arab League Countries,"DECORATION TILES FOR CEILINGS, ALUMINUM",76109060
3809,0,184,762,European Union,"DECORATION TILES FOR CEILINGS, ALUMINUM",76109060
3810,0,192,1183,Gulf Cooperation Council,"TIES TO FASTEN DECORATION TILE IN CEILING, ALUMINUM",76109070
3811,0,389,923,Other Arab League Countries,"TIES TO FASTEN DECORATION TILE IN CEILING, ALUMINUM",76109070
3812,0,3243,41731,Gulf Cooperation Council,OTHER ALUMINUM STRUCTURES AND PARTS,76109090
3813,0,580,3049,Other Arab League Countries,OTHER ALUMINUM STRUCTURES AND PARTS,76109090
3814,0,43,314,"Asian not Arabic ,not Islamic",OTHER ALUMINUM STRUCTURES AND PARTS,76109090
3815,0,77,592,Other Arab League Countries,"ALUMINUM RESERVOIRS, TANKS AND THE LIKE, OVER 300 L",76110000
3816,0,6230,142463,Gulf Cooperation Council,"CANS FOR AERATING BEVERAGES AND FRUIT JUICES, ALUMINUM",76129010
3817,0,17263,274676,Other Arab League Countries,"CANS FOR AERATING BEVERAGES AND FRUIT JUICES, ALUMINUM",76129010
3818,0,325,10228,Islamic not Arabic countries,"CANS FOR AERATING BEVERAGES AND FRUIT JUICES, ALUMINUM",76129010
3819,0,39,1045,Australia and Oceania,"CANS FOR AERATING BEVERAGES AND FRUIT JUICES, ALUMINUM",76129010
3820,0,25,558,Gulf Cooperation Council,"CANS FOR PRESERVING FOODS, ALUMINUM",76129020
3821,0,2560,22624,Other Arab League Countries,"CANS FOR PRESERVING FOODS, ALUMINUM",76129020
3822,0,76,798,Gulf Cooperation Council,"CANS FOR CHEMICALS AND LUBRICATION OILS, ALUMINUM",76129030
3823,0,16831,281033,Gulf Cooperation Council,"OTHER ALUMINUM CANS, DRUMS AND THE LIKE",76129090
3824,0,6909,92965,Other Arab League Countries,"OTHER ALUMINUM CANS, DRUMS AND THE LIKE",76129090
3825,0,208,5537,Islamic not Arabic countries,"OTHER ALUMINUM CANS, DRUMS AND THE LIKE",76129090
3826,0,886,5282,"Asian not Arabic ,not Islamic","OTHER ALUMINUM CANS, DRUMS AND THE LIKE",76129090
3827,0,74,718,"African not Arabic,not Islamic","OTHER ALUMINUM CANS, DRUMS AND THE LIKE",76129090
3828,0,652,17608,Australia and Oceania,"OTHER ALUMINUM CANS, DRUMS AND THE LIKE",76129090
3829,0,173,1723,Gulf Cooperation Council,OTHER CONTAINERS TO FILL GAS,76130090
3830,0,697,6115,Gulf Cooperation Council,"ALUMINUM ELECTRIC WIRE WITH STEEL CORE, NOT INSULATED",76141010
3831,0,292,2048,Gulf Cooperation Council,"OTHER ALUMINUM WIRE AND CABLE, NOT INSULATED",76149000
3832,0,54,710,Gulf Cooperation Council,PLATES AND TRAYS OF ALUMINUM FLAKES,76151020
3833,0,192,1787,Other Arab League Countries,PLATES AND TRAYS OF ALUMINUM FLAKES,76151020
3834,0,205,4062,Gulf Cooperation Council,OTHER ALUMINUM HOUSEHOLD ARTICLES,76151090
3835,0,268,6652,Other Arab League Countries,OTHER ALUMINUM HOUSEHOLD ARTICLES,76151090
3836,0,52,648,Gulf Cooperation Council,"SANITARY WARE AND PARTS THEREOF, ALUMINUM",76152000
3837,0,107,348,Other Arab League Countries,"SANITARY WARE AND PARTS THEREOF, ALUMINUM",76152000
3838,0,647,3450,Other Arab League Countries,"NAILS, TACKS, STAPLES, ETC., ALUMIMUM",76161000
3839,0,8,362,Gulf Cooperation Council,METAL NETS AND FABRICS AND BOARDS FROM ALUMINIUM,76169921
3840,0,149,966,Other Arab League Countries,METAL NETS AND FABRICS AND BOARDS FROM ALUMINIUM,76169921
3841,0,331,1501,Gulf Cooperation Council,FENCES FROM ALUMINUM,76169929
3842,0,120,900,Islamic not Arabic countries,FENCES FROM ALUMINUM,76169929
3843,0,1280,9600,"Asian not Arabic ,not Islamic",FENCES FROM ALUMINUM,76169929
3844,0,80,825,European Union,FENCES FROM ALUMINUM,76169929
3845,0,165,3992,Gulf Cooperation Council,UNMECHNAICAL VENTILATION GAPS FROM ALUMINIUM,76169930
3846,0,30,832,"Asian not Arabic ,not Islamic",UNMECHNAICAL VENTILATION GAPS FROM ALUMINIUM,76169930
3847,0,185,2398,Gulf Cooperation Council,REQUIREMENTS FOR CABLES,76169950
3848,0,69,440,Other Arab League Countries,REQUIREMENTS FOR CABLES,76169950
3849,0,348,6384,Gulf Cooperation Council,MOVABLE STAIRS.,76169970
3850,0,40,653,Other Arab League Countries,MOVABLE STAIRS.,76169970
3851,0,1421,12546,Gulf Cooperation Council,OTHER PRODUCTS FROM ALUMINIMUM.,76169990
3852,0,767,8728,Other Arab League Countries,OTHER PRODUCTS FROM ALUMINIMUM.,76169990
3853,0,218,5531,Islamic not Arabic countries,OTHER PRODUCTS FROM ALUMINIMUM.,76169990
3854,0,23,333,"Asian not Arabic ,not Islamic",OTHER PRODUCTS FROM ALUMINIMUM.,76169990
3855,0,202,1718,Gulf Cooperation Council,UNREFINED LEAD,78011000
3856,0,50,300,Gulf Cooperation Council,OTHER UNWROUGHT LEAD,78019900
3857,0,23576,132899,"Asian not Arabic ,not Islamic",OTHER UNWROUGHT LEAD,78019900
3858,0,125,638,European Union,OTHER UNWROUGHT LEAD,78019900
3859,0,250,945,Gulf Cooperation Council,LEAD WASTE AND SCRAP,78020000
3860,0,6421,19638,"Asian not Arabic ,not Islamic",LEAD WASTE AND SCRAP,78020000
3861,0,1486,4210,Gulf Cooperation Council,ZINC WASTE AND SCRAP,79020000
3862,0,322,1317,Islamic not Arabic countries,ZINC WASTE AND SCRAP,79020000
3863,0,8276,32094,"Asian not Arabic ,not Islamic",ZINC WASTE AND SCRAP,79020000
3864,0,62,469,"African not Arabic,not Islamic",ZINC WASTE AND SCRAP,79020000
3865,0,1538,5142,European Union,ZINC WASTE AND SCRAP,79020000
3866,0,319,1339,Gulf Cooperation Council,ZINC DUST,79031000
3867,0,343,2143,"Asian not Arabic ,not Islamic",ZINC DUST,79031000
3868,0,340,1568,Islamic not Arabic countries,OTHER ZINC POWDERS AND FLAKES,79039000
3869,0,2604,16032,"Asian not Arabic ,not Islamic",OTHER ZINC POWDERS AND FLAKES,79039000
3870,0,847,5002,Other Arab League Countries,ZINC SHAPES AND SECTIONS,79040090
3871,0,176,334,"African not Arabic,not Islamic",ZINC SHAPES AND SECTIONS,79040090
3872,0,243,836,Other Arab League Countries,OTHER ZINC PLATES,79050090
3873,0,50,518,Gulf Cooperation Council,CONTAINERS & CANS FOR MOVING & REFILLING.,79070010
3874,0,72,466,Gulf Cooperation Council,HOUSEHOLD WARE OF ZINC,79070060
3875,0,438,1510,Other Arab League Countries,HOUSEHOLD WARE OF ZINC,79070060
3876,0,359,1458,Islamic not Arabic countries,HOUSEHOLD WARE OF ZINC,79070060
3877,0,109,424,"Asian not Arabic ,not Islamic",HOUSEHOLD WARE OF ZINC,79070060
3878,0,387,1939,"African not Arabic,not Islamic",HOUSEHOLD WARE OF ZINC,79070060
3879,0,50,1094,Gulf Cooperation Council,"CATHODE PROTECTION ANODES FOR PIPES, ZINC",79070093
3880,0,67,479,Gulf Cooperation Council,TIN ARTICLES FOR DOMESTIC PURPOSES AND TABLEWARE,80070030
3881,0,731,8376,Other Arab League Countries,TIN ARTICLES FOR DOMESTIC PURPOSES AND TABLEWARE,80070030
3882,0,502,7492,Islamic not Arabic countries,TIN ARTICLES FOR DOMESTIC PURPOSES AND TABLEWARE,80070030
3883,0,277,7216,"Asian not Arabic ,not Islamic",TIN ARTICLES FOR DOMESTIC PURPOSES AND TABLEWARE,80070030
3884,0,70,521,"African not Arabic,not Islamic",TIN ARTICLES FOR DOMESTIC PURPOSES AND TABLEWARE,80070030
3885,0,148,6843,North America,TIN ARTICLES FOR DOMESTIC PURPOSES AND TABLEWARE,80070030
3886,0,238,9774,European Union,TIN ARTICLES FOR DOMESTIC PURPOSES AND TABLEWARE,80070030
3887,0,15,283,Other Country Groups,CASHEW NUTS WITH SHELL,08013100
3888,0,3,94,Other Country Groups,CASHEW NUTS WITHOUT SHELL,08013200
3889,0,19,210,Other Country Groups,ALMONDS SHELLED,08021200
3890,0,0,0,Other Country Groups,"WALNUTS, SHELLED",08023200
3891,0,180,2075,Europe not European Union,FRESH DATES,08041010
3892,0,23,280,Other Country Groups,FRESH DATES,08041010
3893,0,246,755,Other Country Groups,STORED DATES,08041021
3894,0,26,241,Other Country Groups,OTHER DATES,08041029
3895,0,39,117,Other Country Groups,FRESH FIGS,08042010
3896,0,0,0,Other Country Groups,PINEAPPLES,08043000
3897,0,89,167,Other Country Groups,MANGOES,08045020
3898,0,26,44,Other Country Groups,ORANGES,08051000
3899,0,107,135,Other Country Groups,MANDARINS AND CITRUS HYBRIDS,08052000
3900,0,120,159,Other Country Groups,GRAPEFRUIT,08054000
3901,0,0,0,Other Country Groups,FRESH LEMONS,08055010
3902,0,8,24,Other Country Groups,OTHER CITRUS FRUIT,08059000
3903,0,89,320,Other Country Groups,FRESH GRAPES,08061000
3904,0,103,316,Other Country Groups,DRIED GRAPES,08062000
3905,0,0,0,Other Country Groups,"WATERMELON, CANTALOUPE AND FRESH PAPAYA.",08071990
3906,0,67,287,Other Country Groups,"PEARS, FRESH",08083000
3907,0,3,8,Other Country Groups,"APRICOTS, FRESH",08091000
3908,0,3,4,Other Country Groups,"PEACHES, INCLUDING NECTARINES, FRESH",08093000
3909,0,3,7,Other Country Groups,"PLUMS AND SLOES, FRESH",08094000
3910,0,3,10,Other Country Groups,"RASPBERRIES, BLACKBERRIES, FRESH",08105000
3911,0,182,1650,Islamic not Arabic countries,CRUDE TITANIUM,81082000
3912,0,96,946,Gulf Cooperation Council,OTHER TITANIUM PRODUCTS,81089000
3913,0,4,571,European Union,OTHER TITANIUM PRODUCTS,81089000
3914,0,2,5,Other Country Groups,"POMEGRANATES, FRESH",08109010
3915,0,4,13,Other Country Groups,"OTHER FRUIT, FRESH",08109090
3916,0,6,18,Other Country Groups,"PRUNES, DRIED",08132000
3917,0,123,294,Other Country Groups,"APPLES, DRIED",08133000
3918,0,4,15,Other Country Groups,"PEARS, DRIED",08134030
3919,0,63,271,Other Country Groups,OTHER DRIED FRUIT,08134090
3920,0,27,570,Islamic not Arabic countries,OTHER SAW BLADES,82029900
3921,0,0,337,North America,OTHER SAW BLADES,82029900
3922,0,13,446,European Union,OTHER SAW BLADES,82029900
3923,0,14,681,Gulf Cooperation Council,INTERCHANGEABLE SPANNER SOCKETS,82042000
3924,0,52,837,Gulf Cooperation Council,HAMMERS AND SLEDGE HAMMERS,82052000
3925,0,48,1465,Other Arab League Countries,HAMMERS AND SLEDGE HAMMERS,82052000
3926,0,9,954,Gulf Cooperation Council,HOUSEHOLD TOOLS,82055100
3927,0,140,4858,Gulf Cooperation Council,OTHER HAND TOOLS,82055990
3928,0,50,427,Other Arab League Countries,OTHER HAND TOOLS,82055990
3929,0,39,676,European Union,OTHER HAND TOOLS,82055990
3930,0,104,980,Gulf Cooperation Council,"VICES, CLAMPS AND THE LIKE",82057000
3931,0,350,4628,Gulf Cooperation Council,"HAND TOOLS, NOT FOR HOUSEHOLD USE, IN SETS",82059010
3932,0,172,4289,Other Arab League Countries,"HAND TOOLS, NOT FOR HOUSEHOLD USE, IN SETS",82059010
3933,0,3,326,"Asian not Arabic ,not Islamic","HAND TOOLS, NOT FOR HOUSEHOLD USE, IN SETS",82059010
3934,0,120,1644,European Union,"HAND TOOLS, NOT FOR HOUSEHOLD USE, IN SETS",82059010
3935,0,72,504,Gulf Cooperation Council,HOUSEHOLD HAND TOOLS IN SETS,82059020
3936,0,111,23490,Gulf Cooperation Council,TOOLS FOR  EXCAVATION AND PUNCHING OF SOIL AND ROCKS,82071900
3937,0,19,6377,Other Arab League Countries,TOOLS FOR  EXCAVATION AND PUNCHING OF SOIL AND ROCKS,82071900
3938,0,2,2017,Islamic not Arabic countries,TOOLS FOR  EXCAVATION AND PUNCHING OF SOIL AND ROCKS,82071900
3939,0,6,6878,"Asian not Arabic ,not Islamic",TOOLS FOR  EXCAVATION AND PUNCHING OF SOIL AND ROCKS,82071900
3940,0,51,7207,"African not Arabic,not Islamic",TOOLS FOR  EXCAVATION AND PUNCHING OF SOIL AND ROCKS,82071900
3941,0,2,1532,Australia and Oceania,TOOLS FOR  EXCAVATION AND PUNCHING OF SOIL AND ROCKS,82071900
3942,0,43,2111,North America,TOOLS FOR  EXCAVATION AND PUNCHING OF SOIL AND ROCKS,82071900
3943,0,33,3144,European Union,TOOLS FOR  EXCAVATION AND PUNCHING OF SOIL AND ROCKS,82071900
3944,0,7,638,European Union,DIES FOR DRAWING OR EXTRUDING METAL,82072000
3945,0,8,5392,Gulf Cooperation Council,"TOOLS FOR DRILLING, OTHER THAN FOR ROCK DRILLING",82075000
3946,0,0,612,"Asian not Arabic ,not Islamic",OTHER INTERCHANGEABLE TOOLS,82079000
3947,0,76,1299,Gulf Cooperation Council,METAL WORKING KNIVES AND BLADES,82081000
3948,0,54,1251,Gulf Cooperation Council,OTHER RAZORS,82121090
3949,0,13,404,North America,OTHER SETS OF ASSORTED TABLEWARE,82152000
3950,0,3,1105,Gulf Cooperation Council,PARTS OF LOCKS,83016000
3951,0,54,306,Gulf Cooperation Council,HINGES,83021000
3952,0,709,6325,Other Arab League Countries,"OTHER MOUNTINGS, FITTINGS AND THE LIKE FOR VEHICLES",83023000
3953,0,113,1857,Gulf Cooperation Council,MOUNTINGS AND FITTINGS SUITABLE FOR BUILDINGS,83024100
3954,0,130,983,Other Arab League Countries,MOUNTINGS AND FITTINGS SUITABLE FOR BUILDINGS,83024100
3955,0,44,537,Gulf Cooperation Council,"OTHER MOUNTINGS AND FITTINGS, SUITABLE FOR FURNITURE",83024200
3956,0,73,1175,Other Arab League Countries,DOOR HANDLES,83024910
3957,0,137,1119,Gulf Cooperation Council,OTHER MOUNTINGS AND FITTINGS,83024990
3958,0,84,666,Other Arab League Countries,OTHER MOUNTINGS AND FITTINGS,83024990
3959,0,18,356,Other Arab League Countries,"HAT-RACKS, HAT-PEGS, BRACKETS AND THE LIKE",83025000
3960,0,17,854,Gulf Cooperation Council,AUTOMATIC DOOR CLOSERS,83026000
3961,0,95,1138,Other Arab League Countries,"ARMORED SAFES, STRONG-BOXES AND THE LIKE, OF BASE METAL",83030000
3962,0,309,1038,Other Arab League Countries,IRON OFFICE OR DESK EQUIPMENT,83040021
3963,0,200,449,Islamic not Arabic countries,IRON OFFICE OR DESK EQUIPMENT,83040021
3964,0,34,529,Gulf Cooperation Council,"OTHER OFFICE ARTICLES, INCLUDING PARTS",83059000
3965,0,130,16129,Gulf Cooperation Council,ORNAMENTS PLATED WITH PRECIOUS METAL,83062100
3966,0,27,550,Gulf Cooperation Council,"OTHER BUCKLES, PARTS AND THE LIKE OF BASE METAL",83089090
3967,0,0,345,European Union,"OTHER BUCKLES, PARTS AND THE LIKE OF BASE METAL",83089090
3968,0,559,12293,Other Arab League Countries,CROWN CORKS,83091000
3969,0,91,2159,"African not Arabic,not Islamic",CROWN CORKS,83091000
3970,0,86,774,Other Arab League Countries,"STOPPERS, SCREW COVERS AND THE LIKE FOR BOTTLES",83099020
3971,0,101,840,Other Arab League Countries,"POURING STOPPERS, MEASURING STOPPERS AND THE LIKE",83099040
3972,0,353,4284,Other Arab League Countries,SEALS OF ALL KINDS,83099050
3973,0,167,3225,Gulf Cooperation Council,CAN COVERS AND BOTTOMS,83099070
3974,0,3638,77532,Other Arab League Countries,CAN COVERS AND BOTTOMS,83099070
3975,0,4452,111771,Islamic not Arabic countries,CAN COVERS AND BOTTOMS,83099070
3976,0,186,4811,"Asian not Arabic ,not Islamic",CAN COVERS AND BOTTOMS,83099070
3977,0,1202,32976,"African not Arabic,not Islamic",CAN COVERS AND BOTTOMS,83099070
3978,0,96,2571,European Union,CAN COVERS AND BOTTOMS,83099070
3979,0,527,7915,Gulf Cooperation Council,OTHER STOPPERS AND LIDS,83099090
3980,0,5097,126802,Other Arab League Countries,OTHER STOPPERS AND LIDS,83099090
3981,0,105,2657,Islamic not Arabic countries,OTHER STOPPERS AND LIDS,83099090
3982,0,346,8966,"Asian not Arabic ,not Islamic",OTHER STOPPERS AND LIDS,83099090
3983,0,1048,28184,"African not Arabic,not Islamic",OTHER STOPPERS AND LIDS,83099090
3984,0,1097,31018,Australia and Oceania,OTHER STOPPERS AND LIDS,83099090
3985,0,219,5815,European Union,OTHER STOPPERS AND LIDS,83099090
3986,0,58,1105,Gulf Cooperation Council,"NAME-PLATES FOR DISTRICTS, ROADS, STREETS AND THE LIKE",83100010
3987,0,28,1056,Gulf Cooperation Council,SIGN-PLATES FOR GENERAL AGENCIES AND TRAFFIC,83100020
3988,0,94,1499,Gulf Cooperation Council,OTHER SIGN AND NAME-PLATES,83100090
3989,0,30,342,Other Arab League Countries,OTHER SIGN AND NAME-PLATES,83100090
3990,0,129,628,Gulf Cooperation Council,"COATED ELECTRODES OF BASE METAL, FOR ARC-WELDING",83111000
3991,0,220,953,Gulf Cooperation Council,"CORED WIRE OF BASE METAL, FOR ARC-WELDING",83112000
3992,0,100,1397,"Asian not Arabic ,not Islamic","CORED WIRE OF BASE METAL, FOR ARC-WELDING",83112000
3993,0,74,760,Gulf Cooperation Council,"OTHER WIRE AND RODS, INCLUDING PARTS, FOR SOLDERING, ET",83119000
3994,0,27,911,European Union,OTHER VAPOUR GENERATING BOILERS,84021900
3995,0,561,7196,Gulf Cooperation Council,PARTS OF STEAM AND OTHER BOILERS,84029000
3996,0,15,427,Other Arab League Countries,PARTS OF STEAM AND OTHER BOILERS,84029000
3997,0,109,1795,European Union,PARTS OF STEAM AND OTHER BOILERS,84029000
3998,0,10,4115,North America,AUXILIARY PLANT FOR USE WITH BOILERS,84041000
3999,0,138,4564,Gulf Cooperation Council,PARTS FOR GENERATORS,84059000
4000,0,31,25834,European Union,TURBINES WITH A POWER THAN 40 MEGA/WAT,84068100
4001,19,9,8039,Gulf Cooperation Council,"AIRCRAFT ENGINES, SPARK OR ROTARY",84071000
4002,16,15,77869,North America,"AIRCRAFT ENGINES, SPARK OR ROTARY",84071000
4003,22,48,327104,European Union,"AIRCRAFT ENGINES, SPARK OR ROTARY",84071000
4004,0,18,1684,Gulf Cooperation Council,"OUTBOARD MOTORS, SPARK OR ROTARY",84072100
4005,0,188,8904,Gulf Cooperation Council,"OTHER MARINE PROPULSION ENGINES, SPARK OR ROTARY",84072900
4006,0,262,3823,Other Arab League Countries,"OTHER MARINE PROPULSION ENGINES, SPARK OR ROTARY",84072900
4007,0,1,506,European Union,"OTHER MARINE PROPULSION ENGINES, SPARK OR ROTARY",84072900
4008,4,16,788,Gulf Cooperation Council,"MOTOR VEHICLE PISTON ENGINES OVER 3000 CC, SPARK/ROTARY",84073430
4009,526,172,1757,Gulf Cooperation Council,OTHER SPARK OR ROTARY INTERNAL COMBUSTION PISTON ENGINE,84079000
4010,23,43,3249,Other Arab League Countries,OTHER SPARK OR ROTARY INTERNAL COMBUSTION PISTON ENGINE,84079000
4011,87,8,394,"Asian not Arabic ,not Islamic",OTHER SPARK OR ROTARY INTERNAL COMBUSTION PISTON ENGINE,84079000
4012,0,132,8085,Gulf Cooperation Council,"MARINE PROPULSION ENGINES, COMPRESSION-IGNITION",84081000
4013,853,165,896,Gulf Cooperation Council,MOTOR VEHICLE COMPRESSION-IGNITION PISTON ENGINES,84082000
4014,408,138,1034,Other Arab League Countries,MOTOR VEHICLE COMPRESSION-IGNITION PISTON ENGINES,84082000
4015,956,200,1907,Gulf Cooperation Council,OTHER COMPRESSION-IGNITION PISTON ENGINES,84089000
4016,328,231,825,Other Arab League Countries,OTHER COMPRESSION-IGNITION PISTON ENGINES,84089000
4017,1,3,2250,North America,OTHER COMPRESSION-IGNITION PISTON ENGINES,84089000
4018,1,7,5625,European Union,OTHER COMPRESSION-IGNITION PISTON ENGINES,84089000
4019,0,8,22661,North America,PARTS FOR AIRCRAFT ENGINES,84091000
4020,0,45,307073,European Union,PARTS FOR AIRCRAFT ENGINES,84091000
4021,0,5,1913,European Union,CYLINDERS AND THEIR PARTS FOR SPARK-IGNITION ENGINES,84099120
4022,0,0,375,North America,"EXHAUST RELIEF VALVES, PIPES FOR SPARK-IGNITION ENGINES",84099140
4023,0,31,3048,Gulf Cooperation Council,OTHER PARTS FOR SPARK-IGNITION ENGINES,84099190
4024,0,717,28399,Gulf Cooperation Council,OTHER PARTS FOR OTHER PISTON ENGINES,84099900
4025,0,393,4551,Other Arab League Countries,OTHER PARTS FOR OTHER PISTON ENGINES,84099900
4026,0,24,4594,North America,"HYDRAULIC TURBINES UNDER 1,001 KW",84101100
4027,0,17,13688,European Union,"HYDRAULIC TURBINES UNDER 1,001 KW",84101100
4028,0,6,2062,North America,"HYDRAULIC TURBINES OVER 10,000 KW",84101300
4029,0,232,68527,Gulf Cooperation Council,PARTS FOR HYDRAULIC TURBINES AND WATER WHEELS,84109000
4030,0,814,14927,Other Arab League Countries,PARTS FOR HYDRAULIC TURBINES AND WATER WHEELS,84109000
4031,0,11,3641,"Asian not Arabic ,not Islamic",PARTS FOR HYDRAULIC TURBINES AND WATER WHEELS,84109000
4032,0,9,32015,North America,PARTS FOR HYDRAULIC TURBINES AND WATER WHEELS,84109000
4033,0,24,13889,European Union,PARTS FOR HYDRAULIC TURBINES AND WATER WHEELS,84109000
4034,0,0,2953,European Union,TURBO-JETS OF A THRUST EXCEEDING 25 KN,84111200
4035,0,13,2051,Gulf Cooperation Council,PARTS OF TURBO-JETS OR TURBO-PROPELLERS,84119100
4036,0,6,6491,"Asian not Arabic ,not Islamic",PARTS OF TURBO-JETS OR TURBO-PROPELLERS,84119100
4037,0,2,6381,North America,PARTS OF TURBO-JETS OR TURBO-PROPELLERS,84119100
4038,0,40,6447,European Union,PARTS OF TURBO-JETS OR TURBO-PROPELLERS,84119100
4039,0,804,135913,Gulf Cooperation Council,OTHER PARTS FOR TURBO-JETS OR TURBO-PROPELLERS,84119900
4040,0,81,36538,Other Arab League Countries,OTHER PARTS FOR TURBO-JETS OR TURBO-PROPELLERS,84119900
4041,0,26,15723,Islamic not Arabic countries,OTHER PARTS FOR TURBO-JETS OR TURBO-PROPELLERS,84119900
4042,0,57,57169,"Asian not Arabic ,not Islamic",OTHER PARTS FOR TURBO-JETS OR TURBO-PROPELLERS,84119900
4043,0,25,14808,"African not Arabic,not Islamic",OTHER PARTS FOR TURBO-JETS OR TURBO-PROPELLERS,84119900
4044,0,30,92984,North America,OTHER PARTS FOR TURBO-JETS OR TURBO-PROPELLERS,84119900
4045,0,129,60896,European Union,OTHER PARTS FOR TURBO-JETS OR TURBO-PROPELLERS,84119900
